,name,url,video_id,playlist_id,video_title,channel_title,pubdate,duration,has_captions,view_count
3271,Institute of Politics,https://www.youtube.com/watch?v=-KXYZkiZwXU,-KXYZkiZwXU,,Live interviews from Election Night at the IOP,Harvard Kennedy School's Institute of Politics,2012-11-07T01:45:34.000Z,181.0,False,170.0
3272,Institute of Politics,https://www.youtube.com/watch?v=-MyVBucf6fg,-MyVBucf6fg,,IOP Director Mark D. Gearan and Polling Director John Della Volpe Discuss the Youth Vote in 2020,Harvard Kennedy School's Institute of Politics,2019-04-04T17:46:24.000Z,154.0,False,117.0
3273,Institute of Politics,https://www.youtube.com/watch?v=-NXMrybXUOU,-NXMrybXUOU,,An Education Agenda for the Next President,Harvard Kennedy School's Institute of Politics,2016-04-13T19:52:48.000Z,3904.0,False,3526.0
3274,Institute of Politics,https://www.youtube.com/watch?v=-QX4-q0N14c,-QX4-q0N14c,,Solving Big Problems,Harvard Kennedy School's Institute of Politics,2019-04-15T23:52:59.000Z,4587.0,False,373.0
3275,Institute of Politics,https://www.youtube.com/watch?v=-QuKuD6CkRk,-QuKuD6CkRk,,Alternatives to the Affordable Care Act – Q&A,Harvard Kennedy School's Institute of Politics,2017-02-22T21:08:13.000Z,2399.0,False,576.0
3276,Institute of Politics,https://www.youtube.com/watch?v=-ayV21UCYTQ,-ayV21UCYTQ,,A Special Event with Democratic Candidates for Massachusetts Governor,Harvard Kennedy School's Institute of Politics,2017-01-09T16:04:08.000Z,3968.0,False,49.0
3277,Institute of Politics,https://www.youtube.com/watch?v=-gXLwRCtlLw,-gXLwRCtlLw,,3 with IOP: Dan Balz,Harvard Kennedy School's Institute of Politics,2017-12-19T18:36:30.000Z,173.0,False,116.0
3278,Institute of Politics,https://www.youtube.com/watch?v=-iqaer8HrPE,-iqaer8HrPE,,3 with IOP: Major General Yaakov Amidror,Harvard Kennedy School's Institute of Politics,2014-09-17T16:35:53.000Z,119.0,False,157.0
3279,Institute of Politics,https://www.youtube.com/watch?v=-l1IsaE6ffQ,-l1IsaE6ffQ,,A Public Address by His Excellency Paul Kagame,Harvard Kennedy School's Institute of Politics,2016-02-29T16:11:32.000Z,3691.0,False,8216.0
3280,Institute of Politics,https://www.youtube.com/watch?v=-wqRlMtnykQ,-wqRlMtnykQ,,A Public Address by Her Excellency Ameenah Gurib-Fakim,Harvard Kennedy School's Institute of Politics,2017-04-06T23:41:47.000Z,3256.0,True,4410.0
3281,Institute of Politics,https://www.youtube.com/watch?v=-zYWzkk0yMU,-zYWzkk0yMU,,3 with IOP: David Kochel & Jim Merrill,Harvard Kennedy School's Institute of Politics,2013-10-17T17:12:43.000Z,314.0,False,311.0
3282,Institute of Politics,https://www.youtube.com/watch?v=06CvU2eo94c,06CvU2eo94c,,3 with IOP: Marne Levine,Harvard Kennedy School's Institute of Politics,2012-12-05T15:43:02.000Z,272.0,False,523.0
3283,Institute of Politics,https://www.youtube.com/watch?v=096BwXnFISo,096BwXnFISo,,Intern of the Week: Anthony Ramicone '15 describes his internship experience with No Labels,Harvard Kennedy School's Institute of Politics,2013-07-18T14:08:26.000Z,147.0,False,264.0
3284,Institute of Politics,https://www.youtube.com/watch?v=0EJiShFdfWs,0EJiShFdfWs,,A Call to Serve,Harvard Kennedy School's Institute of Politics,2012-12-20T16:42:43.000Z,233.0,False,1485.0
3285,Institute of Politics,https://www.youtube.com/watch?v=0ShgQW1bZDA,0ShgQW1bZDA,,3 with IOP: Juliette Kayyem,Harvard Kennedy School's Institute of Politics,2013-10-10T16:19:58.000Z,180.0,False,618.0
3286,Institute of Politics,https://www.youtube.com/watch?v=0Ua1G8meI2o,0Ua1G8meI2o,,The Apple-FBI Standoff,Harvard Kennedy School's Institute of Politics,2016-06-09T21:38:38.000Z,4116.0,False,423.0
3287,Institute of Politics,https://www.youtube.com/watch?v=11qrGOfwF0U,11qrGOfwF0U,,Intern of the Week: Bianca Mulaney with Health and Human Services,Harvard Kennedy School's Institute of Politics,2014-08-25T18:17:44.000Z,205.0,False,865.0
3288,Institute of Politics,https://www.youtube.com/watch?v=1CPoxUMTOM4,1CPoxUMTOM4,,3 with IOP: Martin O'Malley,Harvard Kennedy School's Institute of Politics,2015-05-14T15:14:02.000Z,203.0,False,148.0
3289,Institute of Politics,https://www.youtube.com/watch?v=1E32NGIY6I4,1E32NGIY6I4,,"#Democracy on Fire: Twitter, Social Movements, and the Future of Dissent",Harvard Kennedy School's Institute of Politics,2017-10-27T22:08:12.000Z,5006.0,True,1201.0
3290,Institute of Politics,https://www.youtube.com/watch?v=1Ihg8Oans5k,1Ihg8Oans5k,,The People Behind the Polls: Story of the American Voter,Harvard Kennedy School's Institute of Politics,2017-10-30T23:49:45.000Z,4295.0,True,1126.0
3291,Institute of Politics,https://www.youtube.com/watch?v=1KUoYJVbaqw,1KUoYJVbaqw,,3 with IOP: Former CEO of Zipcar Scott Griffith,Harvard Kennedy School's Institute of Politics,2013-10-18T16:21:47.000Z,274.0,False,347.0
3292,Institute of Politics,https://www.youtube.com/watch?v=1NT8wThm45Q,1NT8wThm45Q,,"Leaders of ""The Resistance"" - Q&A",Harvard Kennedy School's Institute of Politics,2017-03-01T16:40:12.000Z,1776.0,False,314.0
3293,Institute of Politics,https://www.youtube.com/watch?v=1P3_qLXJ7r0,1P3_qLXJ7r0,,Privacy v. Technology,Harvard Kennedy School's Institute of Politics,2017-09-28T05:10:27.000Z,3797.0,True,361.0
3294,Institute of Politics,https://www.youtube.com/watch?v=1aGIs-QPHhU,1aGIs-QPHhU,,Boston City Councilor At-Large Michelle Wu discusses her path to public service,Harvard Kennedy School's Institute of Politics,2018-10-19T20:49:44.000Z,109.0,False,327.0
3295,Institute of Politics,https://www.youtube.com/watch?v=1eWrk1ozmjY,1eWrk1ozmjY,,Goldsmith Awards Ceremony 2019 with Marty Baron,Harvard Kennedy School's Institute of Politics,2019-03-13T03:31:47.000Z,5635.0,False,423.0
3296,Institute of Politics,https://www.youtube.com/watch?v=1iVenzs3JIU,1iVenzs3JIU,,3 with IOP: Martha Coakley,Harvard Kennedy School's Institute of Politics,2015-03-24T14:03:09.000Z,96.0,False,38.0
3297,Institute of Politics,https://www.youtube.com/watch?v=1mw7gxtwADs,1mw7gxtwADs,,Partisanship and Gridlock in Congress  Can We Make Democracy Work,Harvard Kennedy School's Institute of Politics,2017-01-09T21:07:30.000Z,4562.0,False,239.0
3298,Institute of Politics,https://www.youtube.com/watch?v=1qGVgNIM_Wg,1qGVgNIM_Wg,,Why Gridlock Rules Washington and How We Can Solve the Crisis,Harvard Kennedy School's Institute of Politics,2018-09-17T23:47:44.000Z,4074.0,False,312.0
3299,Institute of Politics,https://www.youtube.com/watch?v=205UgJP3THg,205UgJP3THg,,Farewell to Trey,Harvard Kennedy School's Institute of Politics,2014-05-08T15:51:39.000Z,81.0,False,253.0
3300,Institute of Politics,https://www.youtube.com/watch?v=28AA7pIWvR8,28AA7pIWvR8,,Perspectives on the Trump Executive Order on Immigration - Q&A,Harvard Kennedy School's Institute of Politics,2017-02-22T20:55:35.000Z,1510.0,False,354.0
3301,Institute of Politics,https://www.youtube.com/watch?v=2CUGJfZjlP8,2CUGJfZjlP8,,The Monuments Men: Rescuing Art from the Nazis,Harvard Kennedy School's Institute of Politics,2017-01-10T16:01:25.000Z,3782.0,False,95.0
3302,Institute of Politics,https://www.youtube.com/watch?v=2F0cMkGB90c,2F0cMkGB90c,,A Public Address by Senator Dick Durbin,Harvard Kennedy School's Institute of Politics,2018-02-02T00:18:16.000Z,3636.0,True,1351.0
3303,Institute of Politics,https://www.youtube.com/watch?v=2F9bFqvd3Mg,2F9bFqvd3Mg,,Perspectives on the Trump Executive Order on Immigration,Harvard Kennedy School's Institute of Politics,2017-02-03T23:28:16.000Z,3523.0,False,2613.0
3304,Institute of Politics,https://www.youtube.com/watch?v=2V6aODeEefw,2V6aODeEefw,,Millennials and the Future of American Politics,Harvard Kennedy School's Institute of Politics,2018-10-12T21:52:21.000Z,4986.0,False,376.0
3305,Institute of Politics,https://www.youtube.com/watch?v=2ZTvMggdlBM,2ZTvMggdlBM,,"The Internet, Invisible Aircraft & Robots: The Future of Defense is Now",Harvard Kennedy School's Institute of Politics,2017-03-09T00:52:38.000Z,3506.0,True,1637.0
3306,Institute of Politics,https://www.youtube.com/watch?v=2oF5Dniw6f8,2oF5Dniw6f8,,Beyond a Last Chance: Challenges to achieving a Palestinian-Israeli Peace,Harvard Kennedy School's Institute of Politics,2017-01-04T19:26:37.000Z,5096.0,False,125.0
3307,Institute of Politics,https://www.youtube.com/watch?v=34kMfeAX_58,34kMfeAX_58,,Diplomacy: What is it Good For?,Harvard Kennedy School's Institute of Politics,2019-03-28T23:33:08.000Z,3468.0,False,532.0
3308,Institute of Politics,https://www.youtube.com/watch?v=35zrIUswIiE,35zrIUswIiE,,Islam and the Future of Tolerance,Harvard Kennedy School's Institute of Politics,2015-09-16T21:58:59.000Z,4783.0,False,48696.0
3309,Institute of Politics,https://www.youtube.com/watch?v=39J2sPJlbnI,39J2sPJlbnI,,3 with IOP: Olympia Snowe,Harvard Kennedy School's Institute of Politics,2013-11-07T15:16:45.000Z,312.0,False,160.0
3310,Institute of Politics,https://www.youtube.com/watch?v=39d8sEcjYFU,39d8sEcjYFU,,A Conversation with CIA Director John Brennan,Harvard Kennedy School's Institute of Politics,2017-01-06T19:55:26.000Z,4308.0,False,238.0
3311,Institute of Politics,https://www.youtube.com/watch?v=3BwvpkqsGZ4,3BwvpkqsGZ4,,Crisis in US-Russia Relations: The View from Moscow,Harvard Kennedy School's Institute of Politics,2017-01-05T18:02:16.000Z,3981.0,False,1029.0
3312,Institute of Politics,https://www.youtube.com/watch?v=3Ji8OJ8A-ZE,3Ji8OJ8A-ZE,,Ban Ki Moon on America's global leadership,Harvard Kennedy School's Institute of Politics,2018-10-26T20:28:35.000Z,102.0,False,117.0
3313,Institute of Politics,https://www.youtube.com/watch?v=3LYteHs6XGY,3LYteHs6XGY,,Post Presidential Debate Analysis with Institute of Politics Fellows,Harvard Kennedy School's Institute of Politics,2012-10-04T20:02:46.000Z,246.0,False,780.0
3314,Institute of Politics,https://www.youtube.com/watch?v=3M-vwHWCT1g,3M-vwHWCT1g,,The Legacy of Sam Huntington,Harvard Kennedy School's Institute of Politics,2017-01-10T16:02:08.000Z,4709.0,False,12876.0
3315,Institute of Politics,https://www.youtube.com/watch?v=3Wn9XmnaEzo,3Wn9XmnaEzo,,3 with IOP: Governor Deval Patrick talks to the IOP about Politics as a Noble Pursuit,Harvard Kennedy School's Institute of Politics,2012-10-10T16:58:40.000Z,128.0,False,204.0
3316,Institute of Politics,https://www.youtube.com/watch?v=3X_VKejqwgY,3X_VKejqwgY,,Navigating the Crisis in Transatlantic Relations,Harvard Kennedy School's Institute of Politics,2018-04-25T00:03:21.000Z,5034.0,False,619.0
3317,Institute of Politics,https://www.youtube.com/watch?v=3idcQraHo3Y,3idcQraHo3Y,,Presidential Secrecy from Washington to Trump,Harvard Kennedy School's Institute of Politics,2017-02-07T00:54:15.000Z,2020.0,False,872.0
3318,Institute of Politics,https://www.youtube.com/watch?v=3nzrDQn-xKk,3nzrDQn-xKk,,"Free Speech, Open Minds and the Pursuit of Truth",Harvard Kennedy School's Institute of Politics,2019-02-20T01:00:20.000Z,5046.0,False,1688.0
3319,Institute of Politics,https://www.youtube.com/watch?v=3rC_llnVbaY,3rC_llnVbaY,,"3 with IOP: U.S. House of Representatives Majority Whip Kevin McCarthy (CA-22, R)",Harvard Kennedy School's Institute of Politics,2013-04-09T15:21:59.000Z,178.0,False,814.0
3320,Institute of Politics,https://www.youtube.com/watch?v=3zo7gJbz5I8,3zo7gJbz5I8,,A Conversation with Andrew Gillum and Aisha Moodie-Mills,Harvard Kennedy School's Institute of Politics,2019-04-06T03:15:29.000Z,3680.0,False,386.0
3321,Institute of Politics,https://www.youtube.com/watch?v=4-YU_baOl78,4-YU_baOl78,,China’s Anti-Poverty Miracle?,Harvard Kennedy School's Institute of Politics,2018-09-26T23:43:42.000Z,3676.0,True,6216.0
3322,Institute of Politics,https://www.youtube.com/watch?v=45h2cdAgi_g,45h2cdAgi_g,,A Public Address on Financial Regulation by Gary Gensler,Harvard Kennedy School's Institute of Politics,2017-01-09T18:30:01.000Z,3838.0,False,15.0
3323,Institute of Politics,https://www.youtube.com/watch?v=4FbsQQtk7Ac,4FbsQQtk7Ac,,A Conversation with the Feminist Protest Art Collective Pussy Riot,Harvard Kennedy School's Institute of Politics,2017-01-05T16:56:16.000Z,4128.0,False,3143.0
3324,Institute of Politics,https://www.youtube.com/watch?v=4KGFBtO5zbw,4KGFBtO5zbw,,Hong Kong and Mainland China: Uneasy Bedfellows,Harvard Kennedy School's Institute of Politics,2016-04-07T14:49:26.000Z,3780.0,False,2205.0
3325,Institute of Politics,https://www.youtube.com/watch?v=4LQ02DDJvuQ,4LQ02DDJvuQ,,NASA Administrator on the Future of Space,Harvard Kennedy School's Institute of Politics,2016-01-04T16:09:39.000Z,75.0,False,103.0
3326,Institute of Politics,https://www.youtube.com/watch?v=4RonDnncKdc,4RonDnncKdc,,Education & the State of Affairs in Washington: A conversation with Arne Duncan & David Gergen,Harvard Kennedy School's Institute of Politics,2018-09-11T23:59:18.000Z,4231.0,False,432.0
3327,Institute of Politics,https://www.youtube.com/watch?v=4aVCqT4L2pE,4aVCqT4L2pE,,DACA: What's Next,Harvard Kennedy School's Institute of Politics,2017-09-16T03:23:18.000Z,4136.0,True,464.0
3328,Institute of Politics,https://www.youtube.com/watch?v=4gB3XiRbFKk,4gB3XiRbFKk,,A Conversation with His Excellency Ban Ki-moon,Harvard Kennedy School's Institute of Politics,2017-04-26T00:05:07.000Z,4373.0,True,2835.0
3329,Institute of Politics,https://www.youtube.com/watch?v=4j9_mpnKNI0,4j9_mpnKNI0,,3 with IOP: Robert M. Edsel,Harvard Kennedy School's Institute of Politics,2014-02-07T16:12:11.000Z,323.0,False,93.0
3330,Institute of Politics,https://www.youtube.com/watch?v=4lJlYafDFeo,4lJlYafDFeo,,3 with IOP: Antonio Villaraigosa,Harvard Kennedy School's Institute of Politics,2013-10-25T13:20:02.000Z,311.0,False,93.0
3331,Institute of Politics,https://www.youtube.com/watch?v=4ntCgQbgt_8,4ntCgQbgt_8,,Josh Earnest in Conversation,Harvard Kennedy School's Institute of Politics,2015-10-26T14:54:55.000Z,4207.0,False,13892.0
3332,Institute of Politics,https://www.youtube.com/watch?v=520Zy4HRv_4,520Zy4HRv_4,,3 with IOP: Former Director of Speechwriting for President Obama Jon Favreau,Harvard Kennedy School's Institute of Politics,2013-03-29T15:55:22.000Z,283.0,False,3611.0
3333,Institute of Politics,https://www.youtube.com/watch?v=55U-UTd8-Xw,55U-UTd8-Xw,,"3 with IOP: Austin Guest, The Occupy Movement",Harvard Kennedy School's Institute of Politics,2012-10-19T13:06:16.000Z,182.0,False,170.0
3334,Institute of Politics,https://www.youtube.com/watch?v=57qZVwjnU2A,57qZVwjnU2A,,Can Washington Capitalize on America's Four Tech Revolutions?,Harvard Kennedy School's Institute of Politics,2017-01-09T16:03:50.000Z,5079.0,False,90.0
3335,Institute of Politics,https://www.youtube.com/watch?v=5D5nFAbUyy8,5D5nFAbUyy8,,Using Art for Social Change,Harvard Kennedy School's Institute of Politics,2017-01-06T19:29:43.000Z,2802.0,False,36.0
3336,Institute of Politics,https://www.youtube.com/watch?v=5GUbL8OtpLc,5GUbL8OtpLc,,3 with IOP: Intern David Steinbach,Harvard Kennedy School's Institute of Politics,2015-08-06T16:55:13.000Z,191.0,False,428.0
3337,Institute of Politics,https://www.youtube.com/watch?v=5JWOGHkGM1Y,5JWOGHkGM1Y,,A Conversation with Kareem Abdul-Jabbar,Harvard Kennedy School's Institute of Politics,2016-10-29T22:50:35.000Z,3377.0,False,3635.0
3338,Institute of Politics,https://www.youtube.com/watch?v=5M4e6vFNjao,5M4e6vFNjao,,Challenges for the Next President: The Crisis with Russia,Harvard Kennedy School's Institute of Politics,2016-09-26T18:10:49.000Z,4390.0,False,1596.0
3339,Institute of Politics,https://www.youtube.com/watch?v=5T8Eq7k9gG8,5T8Eq7k9gG8,,The Syrian Tragedy: Ending the Bloodshed,Harvard Kennedy School's Institute of Politics,2017-01-10T16:57:34.000Z,4540.0,False,499.0
3340,Institute of Politics,https://www.youtube.com/watch?v=5_uACekqAWo,5_uACekqAWo,,Future of Nuclear Weapons: Countdown to Zero,Harvard Kennedy School's Institute of Politics,2017-01-09T18:00:34.000Z,5118.0,False,73.0
3341,Institute of Politics,https://www.youtube.com/watch?v=5msQI_Lht98,5msQI_Lht98,,"A public address by Shinzo Abe, Prime Minister of Japan",Harvard Kennedy School's Institute of Politics,2017-01-06T20:41:19.000Z,2802.0,False,125.0
3342,Institute of Politics,https://www.youtube.com/watch?v=5rC0qpLGciU,5rC0qpLGciU,,"Oliver Stone on ""Snowden""",Harvard Kennedy School's Institute of Politics,2016-09-16T18:36:40.000Z,2922.0,False,66772.0
3343,Institute of Politics,https://www.youtube.com/watch?v=5zM4ADoSQGY,5zM4ADoSQGY,,Presidential Secrecy from Washington to Trump - Q&A,Harvard Kennedy School's Institute of Politics,2017-02-07T18:11:38.000Z,1417.0,False,226.0
3344,Institute of Politics,https://www.youtube.com/watch?v=5zxDdUzE8l8,5zxDdUzE8l8,,US Politics & Russia,Harvard Kennedy School's Institute of Politics,2017-04-06T00:12:00.000Z,4841.0,True,3077.0
3345,Institute of Politics,https://www.youtube.com/watch?v=64DB9uIzmfc,64DB9uIzmfc,,Men Without Work,Harvard Kennedy School's Institute of Politics,2017-04-26T23:57:21.000Z,4508.0,True,2904.0
3346,Institute of Politics,https://www.youtube.com/watch?v=67bnDTmtTPY,67bnDTmtTPY,,3 with IOP: U.S. Secretary of Health and Human Services Kathleen Sebelius,Harvard Kennedy School's Institute of Politics,2013-04-12T18:05:33.000Z,217.0,False,258.0
3347,Institute of Politics,https://www.youtube.com/watch?v=67hpr24Yz8s,67hpr24Yz8s,,Building an Economy That Works for Everyone,Harvard Kennedy School's Institute of Politics,2017-01-06T20:52:50.000Z,3819.0,False,67.0
3348,Institute of Politics,https://www.youtube.com/watch?v=6IiTnwZXAV4,6IiTnwZXAV4,,A Public Address by Prime Minister Edi Rama,Harvard Kennedy School's Institute of Politics,2017-01-05T18:02:23.000Z,4427.0,False,373.0
3349,Institute of Politics,https://www.youtube.com/watch?v=6OgikQc1DRo,6OgikQc1DRo,,"3 with IOP: Peter Ackerman, Founder of Americans Elect",Harvard Kennedy School's Institute of Politics,2012-11-09T17:28:04.000Z,249.0,False,255.0
3350,Institute of Politics,https://www.youtube.com/watch?v=6RoIt4p5Tvw,6RoIt4p5Tvw,,Social Impact Economy,Harvard Kennedy School's Institute of Politics,2017-01-09T21:42:24.000Z,4177.0,False,138.0
3351,Institute of Politics,https://www.youtube.com/watch?v=6hpjQEK7qSY,6hpjQEK7qSY,,How We Win: Beating Extremism Abroad and in the US,Harvard Kennedy School's Institute of Politics,2019-03-26T23:42:47.000Z,3927.0,False,337.0
3352,Institute of Politics,https://www.youtube.com/watch?v=6mQnysHwRr4,6mQnysHwRr4,,Former Columbian President Juan Manuel Santos on what Harvard has meant to him,Harvard Kennedy School's Institute of Politics,2018-10-19T20:51:43.000Z,69.0,False,478.0
3353,Institute of Politics,https://www.youtube.com/watch?v=6tgi8-kzmDs,6tgi8-kzmDs,,3 with IOP: Karen Finney & Robert Costa,Harvard Kennedy School's Institute of Politics,2013-10-29T18:09:51.000Z,390.0,False,724.0
3354,Institute of Politics,https://www.youtube.com/watch?v=7-F4k2yuA60,7-F4k2yuA60,,The Tea Party and Move On: Finding Common Ground?,Harvard Kennedy School's Institute of Politics,2017-01-04T20:05:58.000Z,4045.0,False,55.0
3355,Institute of Politics,https://www.youtube.com/watch?v=7Afnk5rxMAs,7Afnk5rxMAs,,Alternatives to the Affordable Care Act,Harvard Kennedy School's Institute of Politics,2017-02-14T01:22:07.000Z,2628.0,False,2310.0
3356,Institute of Politics,https://www.youtube.com/watch?v=7Lex2k1Mty8,7Lex2k1Mty8,,Harvard Institute of Politics: Apply to be a Research Assistant,Harvard Kennedy School's Institute of Politics,2012-11-28T17:53:21.000Z,137.0,False,1060.0
3357,Institute of Politics,https://www.youtube.com/watch?v=7R8kxMiwDiM,7R8kxMiwDiM,,Senator Jeff Flake: Strengthening Democratic Institutions,Harvard Kennedy School's Institute of Politics,2019-03-01T23:41:47.000Z,3872.0,False,452.0
3358,Institute of Politics,https://www.youtube.com/watch?v=7YAu2_Rprbc,7YAu2_Rprbc,,3 with IOP: Mary Katharine Ham and Guy Benson,Harvard Kennedy School's Institute of Politics,2017-12-20T18:05:01.000Z,693.0,False,1170.0
3359,Institute of Politics,https://www.youtube.com/watch?v=7jGkPPYwZf0,7jGkPPYwZf0,,3 with IOP: Former Secretary of Labor Hilda Solis,Harvard Kennedy School's Institute of Politics,2013-12-02T17:01:15.000Z,130.0,False,271.0
3360,Institute of Politics,https://www.youtube.com/watch?v=7kUufFfibvA,7kUufFfibvA,,3 with IOP: Senator Jeanne Shaheen,Harvard Kennedy School's Institute of Politics,2015-02-23T20:18:05.000Z,179.0,False,113.0
3361,Institute of Politics,https://www.youtube.com/watch?v=7nh-etEalxI,7nh-etEalxI,,A Public Address by His Excellency Dr. Hage Geingob,Harvard Kennedy School's Institute of Politics,2016-09-29T00:01:08.000Z,4892.0,False,667.0
3362,Institute of Politics,https://www.youtube.com/watch?v=7r4N5lCEpD0,7r4N5lCEpD0,,3 with IOP: Prime Minister of Albania Edi Rama,Harvard Kennedy School's Institute of Politics,2014-10-22T18:04:33.000Z,215.0,False,2706.0
3363,Institute of Politics,https://www.youtube.com/watch?v=89U3-k_7idg,89U3-k_7idg,,3 with IOP: Haiti progress and challenges three years later,Harvard Kennedy School's Institute of Politics,2013-02-28T16:23:00.000Z,183.0,False,375.0
3364,Institute of Politics,https://www.youtube.com/watch?v=89ulnGzyWqE,89ulnGzyWqE,,A Conversation With Lawrence Summers,Harvard Kennedy School's Institute of Politics,2015-10-02T19:39:13.000Z,3981.0,False,3354.0
3365,Institute of Politics,https://www.youtube.com/watch?v=8CZP1vabiV8,8CZP1vabiV8,,3 with IOP: Hanif Qadar,Harvard Kennedy School's Institute of Politics,2014-03-27T18:43:44.000Z,150.0,False,363.0
3366,Institute of Politics,https://www.youtube.com/watch?v=8OzKx982Brc,8OzKx982Brc,,America and the World: A Conversation with Ambassador Caroline Kennedy & Senator Ed Markey,Harvard Kennedy School's Institute of Politics,2019-02-08T22:44:11.000Z,3710.0,False,904.0
3367,Institute of Politics,https://www.youtube.com/watch?v=8kZ1-DekgOE,8kZ1-DekgOE,,Summer of Service: Joanne Dynak with U.S. Department of Health and Human Services,Harvard Kennedy School's Institute of Politics,2014-09-09T17:17:08.000Z,188.0,False,599.0
3368,Institute of Politics,https://www.youtube.com/watch?v=8m9JwgxDWa4,8m9JwgxDWa4,,The State of the Economy,Harvard Kennedy School's Institute of Politics,2017-01-10T16:58:27.000Z,4686.0,False,594.0
3369,Institute of Politics,https://www.youtube.com/watch?v=8pwCofGQ1pg,8pwCofGQ1pg,,The Harvard/Yale Votes Challenge,Harvard Kennedy School's Institute of Politics,2018-10-10T19:09:10.000Z,88.0,False,110.0
3370,Institute of Politics,https://www.youtube.com/watch?v=8tZOcrTDRIY,8tZOcrTDRIY,,3 with IOP: Mike Huckabee,Harvard Kennedy School's Institute of Politics,2014-04-24T20:16:36.000Z,195.0,False,643.0
3371,Institute of Politics,https://www.youtube.com/watch?v=8yghOc-lMIM,8yghOc-lMIM,,Destined for War: Can America and China Escape Thucydides’s Trap?,Harvard Kennedy School's Institute of Politics,2017-03-23T00:05:09.000Z,4585.0,True,111216.0
3372,Institute of Politics,https://www.youtube.com/watch?v=99SCOIA4LzM,99SCOIA4LzM,,The Continuing Challenges Faced by Arab Americans,Harvard Kennedy School's Institute of Politics,2016-10-18T23:59:10.000Z,3506.0,False,616.0
3373,Institute of Politics,https://www.youtube.com/watch?v=9L353P_mawI,9L353P_mawI,,Transgender in the Military: Four Personal Perspectives,Harvard Kennedy School's Institute of Politics,2017-10-20T00:39:36.000Z,3920.0,True,1427.0
3374,Institute of Politics,https://www.youtube.com/watch?v=9OothNlzaGM,9OothNlzaGM,,Summer of Service - Director's Internship,Harvard Kennedy School's Institute of Politics,2012-03-28T00:01:09.000Z,251.0,False,86.0
3375,Institute of Politics,https://www.youtube.com/watch?v=9RdaEA_SZzY,9RdaEA_SZzY,,3 with IOP: Wesley Morris,Harvard Kennedy School's Institute of Politics,2014-04-16T17:12:40.000Z,400.0,False,628.0
3376,Institute of Politics,https://www.youtube.com/watch?v=9Xhs-7-upb8,9Xhs-7-upb8,,3 with IOP: Mike Allen,Harvard Kennedy School's Institute of Politics,2012-11-14T18:29:26.000Z,184.0,False,153.0
3377,Institute of Politics,https://www.youtube.com/watch?v=9nJuayGEICw,9nJuayGEICw,,3 with IOP: Jess McIntosh,Harvard Kennedy School's Institute of Politics,2014-04-24T17:17:30.000Z,233.0,False,750.0
3378,Institute of Politics,https://www.youtube.com/watch?v=9z8gKz8ZR84,9z8gKz8ZR84,,John F. Kennedy Jr. Forum Highlight: Massachusetts Democratic Gubernatorial candidates,Harvard Kennedy School's Institute of Politics,2014-02-27T20:44:03.000Z,636.0,False,55.0
3379,Institute of Politics,https://www.youtube.com/watch?v=A1t2BmcPt54,A1t2BmcPt54,,Love & Resistance: Van Jones on his Progressive Path Forward,Harvard Kennedy School's Institute of Politics,2017-10-14T03:17:50.000Z,4172.0,True,1390.0
3380,Institute of Politics,https://www.youtube.com/watch?v=AGEa0sU07VU,AGEa0sU07VU,,3 with IOP: Third and final presidential debate analysis with Fall 2012 fellow Mark McKinnon,Harvard Kennedy School's Institute of Politics,2012-10-23T20:22:48.000Z,201.0,False,154.0
3381,Institute of Politics,https://www.youtube.com/watch?v=AGvJqvlSnTM,AGvJqvlSnTM,,3 with IOP: Jon Huntsman on the rising power of China,Harvard Kennedy School's Institute of Politics,2013-04-05T14:48:15.000Z,267.0,False,845.0
3382,Institute of Politics,https://www.youtube.com/watch?v=AOjcFyCBvow,AOjcFyCBvow,,IOP CNN Town Hall Highlights,Harvard Kennedy School's Institute of Politics,2019-05-03T22:12:29.000Z,103.0,False,249.0
3383,Institute of Politics,https://www.youtube.com/watch?v=ATTW0UZWzD4,ATTW0UZWzD4,,3 with IOP: President of Ecuador Rafael Correa,Harvard Kennedy School's Institute of Politics,2014-04-17T18:00:47.000Z,399.0,False,2470.0
3384,Institute of Politics,https://www.youtube.com/watch?v=AlDaY9z2gi0,AlDaY9z2gi0,,3 with IOP: Sly James,Harvard Kennedy School's Institute of Politics,2017-12-21T17:27:00.000Z,304.0,False,172.0
3385,Institute of Politics,https://www.youtube.com/watch?v=AnlDrIdwEsI,AnlDrIdwEsI,,Witnessing the Fall of the Berlin Wall: A Conversation with Tom Brokaw and Mary Elise Sarotte,Harvard Kennedy School's Institute of Politics,2017-01-06T16:42:04.000Z,4239.0,False,85.0
3386,Institute of Politics,https://www.youtube.com/watch?v=AoBRnrtX9U4,AoBRnrtX9U4,,Strengthening Collaboration in a Fractured World-Featuring Special Guest Yo-Yo Ma,Harvard Kennedy School's Institute of Politics,2017-09-20T22:18:03.000Z,3661.0,True,455.0
3387,Institute of Politics,https://www.youtube.com/watch?v=Apco9qg9OXU,Apco9qg9OXU,,"Christine Quinn: ""Hers to Lose"" - Inside the Upset in the NYC Mayoral Race",Harvard Kennedy School's Institute of Politics,2017-01-09T20:28:09.000Z,4423.0,False,59.0
